datetime,open,high,low,close,volume
2023-01-04 12:00:00,1.06044,1.06109,1.05986,1.06071,10708.5703
2023-01-04 13:00:00,1.06072,1.06195,1.05948,1.06104,28650.6191
2023-01-04 14:00:00,1.06104,1.06282,1.0602,1.06239,33588.5586
2023-01-04 15:00:00,1.06239,1.0625,1.0581,1.0603,64931.0781
2023-01-04 16:00:00,1.0603,1.06205,1.05926,1.06187,32286.3203
2023-01-04 17:00:00,1.0619,1.06198,1.06046,1.06071,16213.0195
2023-01-04 18:00:00,1.06069,1.06127,1.05954,1.05988,14104.2402
2023-01-04 19:00:00,1.0599,1.06066,1.0585,1.06053,39582.4883
2023-01-04 20:00:00,1.06053,1.06101,1.06009,1.06032,17305.5
2023-01-04 21:00:00,1.06035,1.0608,1.06008,1.06008,2998.1399
2023-01-04 22:00:00,1.06006,1.06102,1.05997,1.06055,7174.8599
2023-01-04 23:00:00,1.06056,1.06112,1.06025,1.06061,6022.6201
2023-01-05 00:00:00,1.06058,1.06311,1.06029,1.06289,14575.6299
2023-01-05 01:00:00,1.06291,1.06314,1.06184,1.06203,14202.3096
2023-01-05 02:00:00,1.06202,1.06202,1.06088,1.06176,10853.6504
2023-01-05 03:00:00,1.06175,1.06196,1.06061,1.06069,8948.1396
2023-01-05 04:00:00,1.0607,1.06115,1.06033,1.0604,9074.3096
2023-01-05 05:00:00,1.06041,1.06106,1.06016,1.06104,10218.3604
2023-01-05 06:00:00,1.06107,1.06199,1.06027,1.0603,10886.5098
2023-01-05 07:00:00,1.06031,1.06121,1.05901,1.06052,18220.5195
2023-01-05 08:00:00,1.06052,1.06278,1.06049,1.06199,22975.3906
2023-01-05 09:00:00,1.062,1.06288,1.06093,1.06232,20346.1895
2023-01-05 10:00:00,1.06233,1.0626,1.06099,1.06184,16560.9297
2023-01-05 11:00:00,1.06185,1.06219,1.0603,1.0611,14267.2695
2023-01-05 12:00:00,1.06111,1.06173,1.0598,1.05993,15435.4102
2023-01-05 13:00:00,1.05994,1.06083,1.05511,1.05521,50124.9883
2023-01-05 14:00:00,1.05521,1.05621,1.05355,1.05391,43757.5195
2023-01-05 15:00:00,1.05392,1.05673,1.05148,1.05181,55892.6094
2023-01-05 16:00:00,1.05183,1.05317,1.05174,1.05209,27912.4805
2023-01-05 17:00:00,1.05208,1.0533,1.05184,1.05298,23458.7695
2023-01-05 18:00:00,1.05298,1.0543,1.0529,1.05357,24213.2109
2023-01-05 19:00:00,1.05359,1.05385,1.05289,1.053,13553.4502
2023-01-05 20:00:00,1.05299,1.05306,1.05198,1.05199,15750.8701
2023-01-05 21:00:00,1.05197,1.05227,1.05155,1.05202,3606.98
2023-01-05 22:00:00,1.05195,1.05225,1.05195,1.05208,4012.1001
2023-01-05 23:00:00,1.05205,1.0526,1.05195,1.05208,6376.0601
2023-01-06 00:00:00,1.05209,1.05314,1.05188,1.05292,9242.3701
2023-01-06 01:00:00,1.05294,1.05326,1.05224,1.05249,10289.0195
2023-01-06 02:00:00,1.0525,1.05339,1.05248,1.05265,5844.3901
2023-01-06 03:00:00,1.05268,1.05363,1.0526,1.05321,11060.7002
2023-01-06 04:00:00,1.05319,1.05343,1.05243,1.05243,5781.2598
2023-01-06 05:00:00,1.05245,1.05253,1.05105,1.05142,12238.2197
2023-01-06 06:00:00,1.05146,1.05223,1.05104,1.05124,12149.2002
2023-01-06 07:00:00,1.05123,1.05224,1.05069,1.05124,18797.5996
2023-01-06 08:00:00,1.05126,1.05309,1.05109,1.05183,18647.0098
2023-01-06 09:00:00,1.05182,1.05193,1.04965,1.05072,18433.4004
2023-01-06 10:00:00,1.05072,1.05158,1.05028,1.05073,14920.3203
2023-01-06 11:00:00,1.05075,1.0511,1.04922,1.0494,14842.3896
2023-01-06 12:00:00,1.04942,1.04964,1.04832,1.04945,16188.4697
2023-01-06 13:00:00,1.04944,1.05449,1.04823,1.05424,57430.0586
2023-01-06 14:00:00,1.05424,1.05432,1.05008,1.05083,54730.4492
2023-01-06 15:00:00,1.05089,1.06123,1.05079,1.06016,61662.6484
2023-01-06 16:00:00,1.06018,1.06223,1.05967,1.06185,34342.0703
2023-01-06 17:00:00,1.06185,1.06379,1.06163,1.06374,18880.6895
2023-01-06 18:00:00,1.06374,1.06434,1.06294,1.06376,12850.8301
2023-01-06 19:00:00,1.06376,1.06478,1.06376,1.06453,13186.5
2023-01-06 20:00:00,1.06453,1.0648,1.06425,1.06462,6606.8999
2023-01-06 21:00:00,1.0646,1.0646,1.06413,1.06413,4780.54
2023-01-06 22:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-06 23:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 00:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 01:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 02:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 03:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 04:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 05:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 06:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 07:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 08:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 09:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 10:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 11:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 12:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 13:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 14:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 15:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 16:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 17:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 18:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 19:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 20:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 21:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 22:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-07 23:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 00:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 01:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 02:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 03:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 04:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 05:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 06:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 07:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 08:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 09:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 10:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 11:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 12:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 13:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 14:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 15:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 16:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 17:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 18:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 19:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 20:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 21:00:00,1.06413,1.06413,1.06413,1.06413,0.0
2023-01-08 22:00:00,1.06406,1.06415,1.06381,1.06395,2785.05
2023-01-08 23:00:00,1.06392,1.06628,1.06392,1.06627,11491.4902
2023-01-09 00:00:00,1.06628,1.06676,1.06513,1.06611,13893.6299
2023-01-09 01:00:00,1.06613,1.06722,1.06551,1.06665,16901.2891
2023-01-09 02:00:00,1.06666,1.06777,1.06662,1.0677,14127.5498
2023-01-09 03:00:00,1.06768,1.06768,1.06659,1.06675,11361.3398
2023-01-09 04:00:00,1.06674,1.06782,1.06666,1.06764,5298.2798
2023-01-09 05:00:00,1.06764,1.06828,1.06729,1.06769,9139.4102
2023-01-09 06:00:00,1.06771,1.06861,1.06754,1.06817,12065.8203
2023-01-09 07:00:00,1.06818,1.06947,1.06679,1.0673,22507.3496
2023-01-09 08:00:00,1.0673,1.06995,1.06725,1.06901,26598.2695
2023-01-09 09:00:00,1.069,1.06933,1.066,1.0672,20964.1992
2023-01-09 10:00:00,1.06721,1.06762,1.06614,1.06688,19174.8008
2023-01-09 11:00:00,1.06688,1.06855,1.06675,1.06843,16249.6602
2023-01-09 12:00:00,1.06841,1.06936,1.06807,1.06886,15176.0703
2023-01-09 13:00:00,1.06886,1.07317,1.06851,1.07249,31786.1602
2023-01-09 14:00:00,1.07251,1.07381,1.07115,1.07279,31673.3398
2023-01-09 15:00:00,1.07279,1.07491,1.07278,1.074,30504.2598
2023-01-09 16:00:00,1.07402,1.07605,1.07399,1.0758,23681.7891
2023-01-09 17:00:00,1.07579,1.07599,1.07397,1.075,18580.0508
2023-01-09 18:00:00,1.07501,1.0754,1.07374,1.07429,15663.6299
2023-01-09 19:00:00,1.0743,1.07528,1.07413,1.07517,17314.3398
2023-01-09 20:00:00,1.07517,1.07537,1.07305,1.07309,18930.5
2023-01-09 21:00:00,1.07309,1.07353,1.07293,1.07293,3675.8701
2023-01-09 22:00:00,1.07293,1.07332,1.0727,1.07332,4767.98
2023-01-09 23:00:00,1.07329,1.07385,1.07285,1.07326,8983.5
2023-01-10 00:00:00,1.07324,1.07381,1.07205,1.07273,13752.9404
2023-01-10 01:00:00,1.07273,1.07396,1.07259,1.0736,14478.9102
2023-01-10 02:00:00,1.0736,1.07424,1.07212,1.07308,14413.9697
2023-01-10 03:00:00,1.07309,1.07341,1.07255,1.07321,9406.5996
2023-01-10 04:00:00,1.07323,1.07339,1.07278,1.07306,5613.3501
2023-01-10 05:00:00,1.07304,1.0744,1.07295,1.07426,10598.0596
2023-01-10 06:00:00,1.07427,1.0743,1.07262,1.07338,13715.46
2023-01-10 07:00:00,1.0734,1.07393,1.07219,1.07314,19868.1191
2023-01-10 08:00:00,1.07316,1.07472,1.0731,1.07382,25465.1504
2023-01-10 09:00:00,1.07383,1.07516,1.07293,1.07458,20684.1094
2023-01-10 10:00:00,1.07457,1.0746,1.07339,1.07362,13235.8604
2023-01-10 11:00:00,1.07363,1.07423,1.07316,1.07349,12121.5195
2023-01-10 12:00:00,1.07349,1.07353,1.07154,1.07191,15977.6201
2023-01-10 13:00:00,1.07191,1.07251,1.07119,1.07215,24581.2305
2023-01-10 14:00:00,1.07216,1.07592,1.07214,1.07402,51841.5703
2023-01-10 15:00:00,1.07403,1.07529,1.07215,1.07274,50887.3086
2023-01-10 16:00:00,1.07275,1.07418,1.0724,1.07362,25383.6406
2023-01-10 17:00:00,1.0736,1.07437,1.07295,1.07332,18855.6309
2023-01-10 18:00:00,1.07331,1.07396,1.07276,1.07379,12791.6396
2023-01-10 19:00:00,1.07379,1.07431,1.07362,1.07407,9723.8896
2023-01-10 20:00:00,1.07409,1.0744,1.07304,1.07358,9211.7305
2023-01-10 21:00:00,1.07359,1.07376,1.07321,1.07322,3617.3899
2023-01-10 22:00:00,1.07322,1.07368,1.07305,1.0734,3303.8799
2023-01-10 23:00:00,1.0734,1.0739,1.07326,1.07382,5385.21
2023-01-11 00:00:00,1.07383,1.07453,1.07371,1.07449,10822.8604
2023-01-11 01:00:00,1.0745,1.0745,1.07255,1.07308,15795.7803
2023-01-11 02:00:00,1.07307,1.0738,1.07266,1.07267,14556.2998
2023-01-11 03:00:00,1.07268,1.07367,1.07262,1.07334,6670.0601
2023-01-11 04:00:00,1.07335,1.07396,1.07318,1.07384,6617.6299
2023-01-11 05:00:00,1.07383,1.07566,1.07367,1.07474,14122.3604
2023-01-11 06:00:00,1.07474,1.0755,1.07456,1.07456,12568.1602
2023-01-11 07:00:00,1.07456,1.07573,1.07434,1.07466,17360.6602
2023-01-11 08:00:00,1.07465,1.07486,1.07286,1.07295,25520.3008
2023-01-11 09:00:00,1.07294,1.0748,1.07254,1.07413,24108.0195
2023-01-11 10:00:00,1.07413,1.0751,1.07399,1.07489,17625.7109
2023-01-11 11:00:00,1.07488,1.0755,1.07434,1.07481,18941.4199
2023-01-11 12:00:00,1.07483,1.07488,1.07279,1.07403,19527.5703
2023-01-11 13:00:00,1.07403,1.07526,1.07391,1.07497,23262.4902
2023-01-11 14:00:00,1.07498,1.07762,1.0745,1.07696,35702.1289
2023-01-11 15:00:00,1.07697,1.07748,1.07518,1.07549,37099.4805
2023-01-11 16:00:00,1.07549,1.07616,1.07374,1.07387,18935.4004
2023-01-11 17:00:00,1.07388,1.07483,1.07362,1.07465,14042.9805
2023-01-11 18:00:00,1.07465,1.0768,1.07348,1.0753,23421.3809
2023-01-11 19:00:00,1.07532,1.07635,1.07474,1.0763,15136.2998
2023-01-11 20:00:00,1.07629,1.07629,1.07523,1.07537,11157.3398
2023-01-11 21:00:00,1.07537,1.07579,1.07518,1.07561,3919.4299
2023-01-11 22:00:00,1.07559,1.076,1.07485,1.07565,6247.0601
2023-01-11 23:00:00,1.07563,1.07673,1.0756,1.07652,9315.9805
2023-01-12 00:00:00,1.07652,1.07745,1.07601,1.0761,12628.3799
2023-01-12 01:00:00,1.07611,1.07673,1.07603,1.07664,18498.5195
2023-01-12 02:00:00,1.07664,1.07687,1.07612,1.07668,15267.3496
2023-01-12 03:00:00,1.07667,1.07711,1.07647,1.07684,10006.7803
2023-01-12 04:00:00,1.07685,1.07733,1.07659,1.07715,9462.1299
2023-01-12 05:00:00,1.07715,1.0775,1.07622,1.07624,14411.7305
2023-01-12 06:00:00,1.07624,1.07686,1.07564,1.07571,16769.0703
2023-01-12 07:00:00,1.07571,1.0765,1.07555,1.07623,16650.9707
2023-01-12 08:00:00,1.07626,1.07644,1.07453,1.07479,25141.0
2023-01-12 09:00:00,1.07479,1.07732,1.07426,1.07651,26288.1699
2023-01-12 10:00:00,1.07652,1.07683,1.07516,1.07623,22184.4004
2023-01-12 11:00:00,1.07623,1.07664,1.07588,1.07616,16548.0
2023-01-12 12:00:00,1.07615,1.07665,1.07548,1.07625,17435.9902
2023-01-12 13:00:00,1.07628,1.08387,1.07297,1.08287,76180.2031
2023-01-12 14:00:00,1.08292,1.08338,1.07516,1.07674,77391.6797
2023-01-12 15:00:00,1.07676,1.08096,1.07636,1.08067,83143.9688
2023-01-12 16:00:00,1.08066,1.08259,1.08023,1.08222,49894.25
2023-01-12 17:00:00,1.08223,1.08487,1.0821,1.08485,34823.8516
2023-01-12 18:00:00,1.08484,1.08668,1.0846,1.08555,35893.7109
2023-01-12 19:00:00,1.08554,1.0856,1.08392,1.08491,25154.9199
2023-01-12 20:00:00,1.0849,1.08523,1.08411,1.08522,19866.5898
2023-01-12 21:00:00,1.08524,1.0855,1.08488,1.08516,3535.5
2023-01-12 22:00:00,1.08476,1.08501,1.08474,1.08478,5642.6299
2023-01-12 23:00:00,1.08479,1.08599,1.08456,1.08595,7837.0601
2023-01-13 00:00:00,1.08595,1.08679,1.0851,1.0852,12885.5098
2023-01-13 01:00:00,1.08521,1.08559,1.08455,1.08555,19759.5996
2023-01-13 02:00:00,1.08556,1.0856,1.08315,1.08447,19800.3691
2023-01-13 03:00:00,1.08447,1.08476,1.08413,1.08456,11256.9697
2023-01-13 04:00:00,1.08454,1.08463,1.08376,1.08398,6923.8999
2023-01-13 05:00:00,1.08396,1.08432,1.08315,1.08369,10972.0703
2023-01-13 06:00:00,1.08373,1.08508,1.08337,1.08449,16694.6191
2023-01-13 07:00:00,1.08459,1.08488,1.0833,1.08488,27506.5801
2023-01-13 08:00:00,1.08487,1.0864,1.0837,1.08551,38446.0898
2023-01-13 09:00:00,1.0855,1.08599,1.08331,1.08423,24913.3594
2023-01-13 10:00:00,1.08422,1.08516,1.0837,1.08449,18054.5605
2023-01-13 11:00:00,1.08447,1.08456,1.08083,1.0812,22594.1406
2023-01-13 12:00:00,1.08119,1.08157,1.08031,1.08117,21129.8594
2023-01-13 13:00:00,1.08119,1.08199,1.07925,1.07935,34377.0586
2023-01-13 14:00:00,1.07937,1.082,1.07803,1.08182,41352.3789
2023-01-13 15:00:00,1.08182,1.08386,1.08122,1.08292,53283.7891
2023-01-13 16:00:00,1.08292,1.08333,1.08009,1.081,33458.0781
2023-01-13 17:00:00,1.081,1.08316,1.08064,1.08279,23006.8398
2023-01-13 18:00:00,1.08279,1.08342,1.08179,1.0831,19990.8105
2023-01-13 19:00:00,1.08309,1.08351,1.08264,1.08291,11881.8896
2023-01-13 20:00:00,1.0829,1.08356,1.08268,1.08323,6874.9102
2023-01-13 21:00:00,1.08323,1.08343,1.08286,1.08302,5287.4399
2023-01-13 22:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-13 23:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 00:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 01:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 02:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 03:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 04:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 05:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 06:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 07:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 08:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 09:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 10:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 11:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 12:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 13:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 14:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 15:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 16:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 17:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 18:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 19:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 20:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 21:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 22:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-14 23:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 00:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 01:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 02:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 03:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 04:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 05:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 06:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 07:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 08:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 09:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 10:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 11:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 12:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 13:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 14:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 15:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 16:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 17:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 18:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 19:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 20:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 21:00:00,1.08302,1.08302,1.08302,1.08302,0.0
2023-01-15 22:00:00,1.08288,1.0835,1.08279,1.08317,3319.04
2023-01-15 23:00:00,1.08317,1.08333,1.08201,1.08225,8897.5801
2023-01-16 00:00:00,1.08224,1.08441,1.08211,1.08416,9448.7402
2023-01-16 01:00:00,1.08414,1.0872,1.08405,1.08678,14777.46
2023-01-16 02:00:00,1.08677,1.08741,1.08654,1.08665,21212.5
2023-01-16 03:00:00,1.08665,1.08672,1.08591,1.08599,10591.71
2023-01-16 04:00:00,1.08599,1.08637,1.08506,1.08526,7521.4399
