Gmt time,Open,High,Low,Close,Volume
04.01.2023 02:00:00.000,1.05666,1.05692,1.05614,1.05647,9573.6104
04.01.2023 03:00:00.000,1.05648,1.05697,1.05647,1.05687,5333.1499
04.01.2023 04:00:00.000,1.05688,1.05743,1.05658,1.05727,6139.1299
04.01.2023 05:00:00.000,1.05726,1.05784,1.05644,1.05691,10793.9297
04.01.2023 06:00:00.000,1.05691,1.05749,1.05594,1.05700,12589.1504
04.01.2023 07:00:00.000,1.05698,1.06057,1.05667,1.05937,21754.1094
04.01.2023 08:00:00.000,1.05938,1.06354,1.05900,1.06157,29527.5703
04.01.2023 09:00:00.000,1.06157,1.06299,1.06054,1.06106,15640.7803
04.01.2023 10:00:00.000,1.06105,1.06227,1.06082,1.06206,10854.3701
04.01.2023 11:00:00.000,1.06206,1.06242,1.06021,1.06043,8933.9697
04.01.2023 12:00:00.000,1.06044,1.06109,1.05986,1.06071,10708.5703
04.01.2023 13:00:00.000,1.06072,1.06195,1.05948,1.06104,28650.6191
04.01.2023 14:00:00.000,1.06104,1.06282,1.06020,1.06239,33588.5586
04.01.2023 15:00:00.000,1.06239,1.06250,1.05810,1.06030,64931.0781
04.01.2023 16:00:00.000,1.06030,1.06205,1.05926,1.06187,32286.3203
04.01.2023 17:00:00.000,1.06190,1.06198,1.06046,1.06071,16213.0195
04.01.2023 18:00:00.000,1.06069,1.06127,1.05954,1.05988,14104.2402
04.01.2023 19:00:00.000,1.05990,1.06066,1.05850,1.06053,39582.4883
04.01.2023 20:00:00.000,1.06053,1.06101,1.06009,1.06032,17305.5
04.01.2023 21:00:00.000,1.06035,1.06080,1.06008,1.06008,2998.1399
04.01.2023 22:00:00.000,1.06006,1.06102,1.05997,1.06055,7174.8599
04.01.2023 23:00:00.000,1.06056,1.06112,1.06025,1.06061,6022.6201
05.01.2023 00:00:00.000,1.06058,1.06311,1.06029,1.06289,14575.6299
05.01.2023 01:00:00.000,1.06291,1.06314,1.06184,1.06203,14202.3096
05.01.2023 02:00:00.000,1.06202,1.06202,1.06088,1.06176,10853.6504
05.01.2023 03:00:00.000,1.06175,1.06196,1.06061,1.06069,8948.1396
05.01.2023 04:00:00.000,1.06070,1.06115,1.06033,1.06040,9074.3096
05.01.2023 05:00:00.000,1.06041,1.06106,1.06016,1.06104,10218.3604
05.01.2023 06:00:00.000,1.06107,1.06199,1.06027,1.06030,10886.5098
05.01.2023 07:00:00.000,1.06031,1.06121,1.05901,1.06052,18220.5195
05.01.2023 08:00:00.000,1.06052,1.06278,1.06049,1.06199,22975.3906
05.01.2023 09:00:00.000,1.06200,1.06288,1.06093,1.06232,20346.1895
05.01.2023 10:00:00.000,1.06233,1.06260,1.06099,1.06184,16560.9297
05.01.2023 11:00:00.000,1.06185,1.06219,1.06030,1.06110,14267.2695
05.01.2023 12:00:00.000,1.06111,1.06173,1.05980,1.05993,15435.4102
05.01.2023 13:00:00.000,1.05994,1.06083,1.05511,1.05521,50124.9883
05.01.2023 14:00:00.000,1.05521,1.05621,1.05355,1.05391,43757.5195
05.01.2023 15:00:00.000,1.05392,1.05673,1.05148,1.05181,55892.6094
05.01.2023 16:00:00.000,1.05183,1.05317,1.05174,1.05209,27912.4805
05.01.2023 17:00:00.000,1.05208,1.05330,1.05184,1.05298,23458.7695
05.01.2023 18:00:00.000,1.05298,1.05430,1.05290,1.05357,24213.2109
05.01.2023 19:00:00.000,1.05359,1.05385,1.05289,1.05300,13553.4502
05.01.2023 20:00:00.000,1.05299,1.05306,1.05198,1.05199,15750.8701
05.01.2023 21:00:00.000,1.05197,1.05227,1.05155,1.05202,3606.98
05.01.2023 22:00:00.000,1.05195,1.05225,1.05195,1.05208,4012.1001
05.01.2023 23:00:00.000,1.05205,1.05260,1.05195,1.05208,6376.0601
06.01.2023 00:00:00.000,1.05209,1.05314,1.05188,1.05292,9242.3701
06.01.2023 01:00:00.000,1.05294,1.05326,1.05224,1.05249,10289.0195
06.01.2023 02:00:00.000,1.05250,1.05339,1.05248,1.05265,5844.3901
06.01.2023 03:00:00.000,1.05268,1.05363,1.05260,1.05321,11060.7002
06.01.2023 04:00:00.000,1.05319,1.05343,1.05243,1.05243,5781.2598
06.01.2023 05:00:00.000,1.05245,1.05253,1.05105,1.05142,12238.2197
06.01.2023 06:00:00.000,1.05146,1.05223,1.05104,1.05124,12149.2002
06.01.2023 07:00:00.000,1.05123,1.05224,1.05069,1.05124,18797.5996
06.01.2023 08:00:00.000,1.05126,1.05309,1.05109,1.05183,18647.0098
06.01.2023 09:00:00.000,1.05182,1.05193,1.04965,1.05072,18433.4004
06.01.2023 10:00:00.000,1.05072,1.05158,1.05028,1.05073,14920.3203
06.01.2023 11:00:00.000,1.05075,1.05110,1.04922,1.04940,14842.3896
06.01.2023 12:00:00.000,1.04942,1.04964,1.04832,1.04945,16188.4697
06.01.2023 13:00:00.000,1.04944,1.05449,1.04823,1.05424,57430.0586
06.01.2023 14:00:00.000,1.05424,1.05432,1.05008,1.05083,54730.4492
06.01.2023 15:00:00.000,1.05089,1.06123,1.05079,1.06016,61662.6484
06.01.2023 16:00:00.000,1.06018,1.06223,1.05967,1.06185,34342.0703
06.01.2023 17:00:00.000,1.06185,1.06379,1.06163,1.06374,18880.6895
06.01.2023 18:00:00.000,1.06374,1.06434,1.06294,1.06376,12850.8301
06.01.2023 19:00:00.000,1.06376,1.06478,1.06376,1.06453,13186.5
06.01.2023 20:00:00.000,1.06453,1.06480,1.06425,1.06462,6606.8999
06.01.2023 21:00:00.000,1.06460,1.06460,1.06413,1.06413,4780.54
06.01.2023 22:00:00.000,1.06413,1.06413,1.06413,1.06413,0
06.01.2023 23:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 00:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 01:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 02:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 03:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 04:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 05:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 06:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 07:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 08:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 09:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 10:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 11:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 12:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 13:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 14:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 15:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 16:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 17:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 18:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 19:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 20:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 21:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 22:00:00.000,1.06413,1.06413,1.06413,1.06413,0
07.01.2023 23:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 00:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 01:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 02:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 03:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 04:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 05:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 06:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 07:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 08:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 09:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 10:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 11:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 12:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 13:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 14:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 15:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 16:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 17:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 18:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 19:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 20:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 21:00:00.000,1.06413,1.06413,1.06413,1.06413,0
08.01.2023 22:00:00.000,1.06406,1.06415,1.06381,1.06395,2785.05
08.01.2023 23:00:00.000,1.06392,1.06628,1.06392,1.06627,11491.4902
09.01.2023 00:00:00.000,1.06628,1.06676,1.06513,1.06611,13893.6299
09.01.2023 01:00:00.000,1.06613,1.06722,1.06551,1.06665,16901.2891
09.01.2023 02:00:00.000,1.06666,1.06777,1.06662,1.06770,14127.5498
09.01.2023 03:00:00.000,1.06768,1.06768,1.06659,1.06675,11361.3398
09.01.2023 04:00:00.000,1.06674,1.06782,1.06666,1.06764,5298.2798
09.01.2023 05:00:00.000,1.06764,1.06828,1.06729,1.06769,9139.4102
09.01.2023 06:00:00.000,1.06771,1.06861,1.06754,1.06817,12065.8203
09.01.2023 07:00:00.000,1.06818,1.06947,1.06679,1.06730,22507.3496
09.01.2023 08:00:00.000,1.06730,1.06995,1.06725,1.06901,26598.2695
09.01.2023 09:00:00.000,1.06900,1.06933,1.06600,1.06720,20964.1992
09.01.2023 10:00:00.000,1.06721,1.06762,1.06614,1.06688,19174.8008
09.01.2023 11:00:00.000,1.06688,1.06855,1.06675,1.06843,16249.6602
09.01.2023 12:00:00.000,1.06841,1.06936,1.06807,1.06886,15176.0703
09.01.2023 13:00:00.000,1.06886,1.07317,1.06851,1.07249,31786.1602
09.01.2023 14:00:00.000,1.07251,1.07381,1.07115,1.07279,31673.3398
09.01.2023 15:00:00.000,1.07279,1.07491,1.07278,1.07400,30504.2598
09.01.2023 16:00:00.000,1.07402,1.07605,1.07399,1.07580,23681.7891
09.01.2023 17:00:00.000,1.07579,1.07599,1.07397,1.07500,18580.0508
09.01.2023 18:00:00.000,1.07501,1.07540,1.07374,1.07429,15663.6299
09.01.2023 19:00:00.000,1.07430,1.07528,1.07413,1.07517,17314.3398
09.01.2023 20:00:00.000,1.07517,1.07537,1.07305,1.07309,18930.5
09.01.2023 21:00:00.000,1.07309,1.07353,1.07293,1.07293,3675.8701
09.01.2023 22:00:00.000,1.07293,1.07332,1.07270,1.07332,4767.98
09.01.2023 23:00:00.000,1.07329,1.07385,1.07285,1.07326,8983.5
10.01.2023 00:00:00.000,1.07324,1.07381,1.07205,1.07273,13752.9404
10.01.2023 01:00:00.000,1.07273,1.07396,1.07259,1.07360,14478.9102
10.01.2023 02:00:00.000,1.07360,1.07424,1.07212,1.07308,14413.9697
10.01.2023 03:00:00.000,1.07309,1.07341,1.07255,1.07321,9406.5996
10.01.2023 04:00:00.000,1.07323,1.07339,1.07278,1.07306,5613.3501
10.01.2023 05:00:00.000,1.07304,1.07440,1.07295,1.07426,10598.0596
10.01.2023 06:00:00.000,1.07427,1.07430,1.07262,1.07338,13715.46
10.01.2023 07:00:00.000,1.07340,1.07393,1.07219,1.07314,19868.1191
10.01.2023 08:00:00.000,1.07316,1.07472,1.07310,1.07382,25465.1504
10.01.2023 09:00:00.000,1.07383,1.07516,1.07293,1.07458,20684.1094
10.01.2023 10:00:00.000,1.07457,1.07460,1.07339,1.07362,13235.8604
10.01.2023 11:00:00.000,1.07363,1.07423,1.07316,1.07349,12121.5195
10.01.2023 12:00:00.000,1.07349,1.07353,1.07154,1.07191,15977.6201
10.01.2023 13:00:00.000,1.07191,1.07251,1.07119,1.07215,24581.2305
10.01.2023 14:00:00.000,1.07216,1.07592,1.07214,1.07402,51841.5703
10.01.2023 15:00:00.000,1.07403,1.07529,1.07215,1.07274,50887.3086
10.01.2023 16:00:00.000,1.07275,1.07418,1.07240,1.07362,25383.6406
10.01.2023 17:00:00.000,1.07360,1.07437,1.07295,1.07332,18855.6309
10.01.2023 18:00:00.000,1.07331,1.07396,1.07276,1.07379,12791.6396
10.01.2023 19:00:00.000,1.07379,1.07431,1.07362,1.07407,9723.8896
10.01.2023 20:00:00.000,1.07409,1.07440,1.07304,1.07358,9211.7305
10.01.2023 21:00:00.000,1.07359,1.07376,1.07321,1.07322,3617.3899
10.01.2023 22:00:00.000,1.07322,1.07368,1.07305,1.07340,3303.8799
10.01.2023 23:00:00.000,1.07340,1.07390,1.07326,1.07382,5385.21
11.01.2023 00:00:00.000,1.07383,1.07453,1.07371,1.07449,10822.8604
11.01.2023 01:00:00.000,1.07450,1.07450,1.07255,1.07308,15795.7803
11.01.2023 02:00:00.000,1.07307,1.07380,1.07266,1.07267,14556.2998
11.01.2023 03:00:00.000,1.07268,1.07367,1.07262,1.07334,6670.0601
11.01.2023 04:00:00.000,1.07335,1.07396,1.07318,1.07384,6617.6299
11.01.2023 05:00:00.000,1.07383,1.07566,1.07367,1.07474,14122.3604
11.01.2023 06:00:00.000,1.07474,1.07550,1.07456,1.07456,12568.1602
11.01.2023 07:00:00.000,1.07456,1.07573,1.07434,1.07466,17360.6602
11.01.2023 08:00:00.000,1.07465,1.07486,1.07286,1.07295,25520.3008
11.01.2023 09:00:00.000,1.07294,1.07480,1.07254,1.07413,24108.0195
11.01.2023 10:00:00.000,1.07413,1.07510,1.07399,1.07489,17625.7109
11.01.2023 11:00:00.000,1.07488,1.07550,1.07434,1.07481,18941.4199
11.01.2023 12:00:00.000,1.07483,1.07488,1.07279,1.07403,19527.5703
11.01.2023 13:00:00.000,1.07403,1.07526,1.07391,1.07497,23262.4902
11.01.2023 14:00:00.000,1.07498,1.07762,1.07450,1.07696,35702.1289
11.01.2023 15:00:00.000,1.07697,1.07748,1.07518,1.07549,37099.4805
11.01.2023 16:00:00.000,1.07549,1.07616,1.07374,1.07387,18935.4004
11.01.2023 17:00:00.000,1.07388,1.07483,1.07362,1.07465,14042.9805
11.01.2023 18:00:00.000,1.07465,1.07680,1.07348,1.07530,23421.3809
11.01.2023 19:00:00.000,1.07532,1.07635,1.07474,1.07630,15136.2998
11.01.2023 20:00:00.000,1.07629,1.07629,1.07523,1.07537,11157.3398
11.01.2023 21:00:00.000,1.07537,1.07579,1.07518,1.07561,3919.4299
11.01.2023 22:00:00.000,1.07559,1.07600,1.07485,1.07565,6247.0601
11.01.2023 23:00:00.000,1.07563,1.07673,1.07560,1.07652,9315.9805
12.01.2023 00:00:00.000,1.07652,1.07745,1.07601,1.07610,12628.3799
12.01.2023 01:00:00.000,1.07611,1.07673,1.07603,1.07664,18498.5195
12.01.2023 02:00:00.000,1.07664,1.07687,1.07612,1.07668,15267.3496
12.01.2023 03:00:00.000,1.07667,1.07711,1.07647,1.07684,10006.7803
12.01.2023 04:00:00.000,1.07685,1.07733,1.07659,1.07715,9462.1299
12.01.2023 05:00:00.000,1.07715,1.07750,1.07622,1.07624,14411.7305
12.01.2023 06:00:00.000,1.07624,1.07686,1.07564,1.07571,16769.0703
12.01.2023 07:00:00.000,1.07571,1.07650,1.07555,1.07623,16650.9707
12.01.2023 08:00:00.000,1.07626,1.07644,1.07453,1.07479,25141
12.01.2023 09:00:00.000,1.07479,1.07732,1.07426,1.07651,26288.1699
12.01.2023 10:00:00.000,1.07652,1.07683,1.07516,1.07623,22184.4004
12.01.2023 11:00:00.000,1.07623,1.07664,1.07588,1.07616,16548
12.01.2023 12:00:00.000,1.07615,1.07665,1.07548,1.07625,17435.9902
12.01.2023 13:00:00.000,1.07628,1.08387,1.07297,1.08287,76180.2031
12.01.2023 14:00:00.000,1.08292,1.08338,1.07516,1.07674,77391.6797
12.01.2023 15:00:00.000,1.07676,1.08096,1.07636,1.08067,83143.9688
12.01.2023 16:00:00.000,1.08066,1.08259,1.08023,1.08222,49894.25
12.01.2023 17:00:00.000,1.08223,1.08487,1.08210,1.08485,34823.8516
12.01.2023 18:00:00.000,1.08484,1.08668,1.08460,1.08555,35893.7109
12.01.2023 19:00:00.000,1.08554,1.08560,1.08392,1.08491,25154.9199
12.01.2023 20:00:00.000,1.08490,1.08523,1.08411,1.08522,19866.5898
12.01.2023 21:00:00.000,1.08524,1.08550,1.08488,1.08516,3535.5
12.01.2023 22:00:00.000,1.08476,1.08501,1.08474,1.08478,5642.6299
12.01.2023 23:00:00.000,1.08479,1.08599,1.08456,1.08595,7837.0601
13.01.2023 00:00:00.000,1.08595,1.08679,1.08510,1.08520,12885.5098
13.01.2023 01:00:00.000,1.08521,1.08559,1.08455,1.08555,19759.5996
13.01.2023 02:00:00.000,1.08556,1.08560,1.08315,1.08447,19800.3691
13.01.2023 03:00:00.000,1.08447,1.08476,1.08413,1.08456,11256.9697
13.01.2023 04:00:00.000,1.08454,1.08463,1.08376,1.08398,6923.8999
13.01.2023 05:00:00.000,1.08396,1.08432,1.08315,1.08369,10972.0703
13.01.2023 06:00:00.000,1.08373,1.08508,1.08337,1.08449,16694.6191
13.01.2023 07:00:00.000,1.08459,1.08488,1.08330,1.08488,27506.5801
13.01.2023 08:00:00.000,1.08487,1.08640,1.08370,1.08551,38446.0898
13.01.2023 09:00:00.000,1.08550,1.08599,1.08331,1.08423,24913.3594
13.01.2023 10:00:00.000,1.08422,1.08516,1.08370,1.08449,18054.5605
13.01.2023 11:00:00.000,1.08447,1.08456,1.08083,1.08120,22594.1406
13.01.2023 12:00:00.000,1.08119,1.08157,1.08031,1.08117,21129.8594
13.01.2023 13:00:00.000,1.08119,1.08199,1.07925,1.07935,34377.0586
13.01.2023 14:00:00.000,1.07937,1.08200,1.07803,1.08182,41352.3789
13.01.2023 15:00:00.000,1.08182,1.08386,1.08122,1.08292,53283.7891
13.01.2023 16:00:00.000,1.08292,1.08333,1.08009,1.08100,33458.0781
13.01.2023 17:00:00.000,1.08100,1.08316,1.08064,1.08279,23006.8398
13.01.2023 18:00:00.000,1.08279,1.08342,1.08179,1.08310,19990.8105
13.01.2023 19:00:00.000,1.08309,1.08351,1.08264,1.08291,11881.8896
13.01.2023 20:00:00.000,1.08290,1.08356,1.08268,1.08323,6874.9102
13.01.2023 21:00:00.000,1.08323,1.08343,1.08286,1.08302,5287.4399
13.01.2023 22:00:00.000,1.08302,1.08302,1.08302,1.08302,0
13.01.2023 23:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 00:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 01:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 02:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 03:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 04:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 05:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 06:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 07:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 08:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 09:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 10:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 11:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 12:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 13:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 14:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 15:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 16:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 17:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 18:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 19:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 20:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 21:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 22:00:00.000,1.08302,1.08302,1.08302,1.08302,0
14.01.2023 23:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 00:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 01:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 02:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 03:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 04:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 05:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 06:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 07:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 08:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 09:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 10:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 11:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 12:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 13:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 14:00:00.000,1.08302,1.08302,1.08302,1.08302,0
15.01.2023 15:00:00.000,1.08302,1.08302,1.08302,1.08302,0
